timestamp,Gender,Age,Role_raw,Education,Experience,Institution,CT1,CT2,CT3,CT4,CT5,"Theo Anh/Chị, điểm mạnh lớn nhất của chương trình đào tạo hiện nay là gì?",Hạn chế quan trọng nhất cần điều chỉnh là gì?,GV1,GV2,GV3,GV4,GV5,Năng lực nào của giảng viên cần được bồi dưỡng ưu tiên trong giai đoạn tới?,CS1,CS2,CS3,CS4,QL1,QL2,QL3,QL4,PH1,PH2,PH3,PH4,GP1,GP2,GP3,GP4,GP5,"Theo Anh/Chị, giải pháp then chốt nhất để nâng cao chất lượng đào tạo nhân lực ngành kinh tế là gì?",Những rào cản lớn nhất khi triển khai các giải pháp trên hiện nay?,Role,missing_rate,straight_liner,timestamp_parsed,qc_item_out_of_range,qc_all_same,qc_low_var,qc_straight_liner,age_band,exp_band,qc_logic_inconsistent,response_hash,dup_rank,qc_duplicate,qc_exclude_final
2026-01-20 16:39:11.990,Nữ,Dưới 25,Sinh viên,Tiến sĩ,Dưới 5 năm,Trường Đại học Ngoại Thương /K64,4,5,3,4,4,Điểm mạnh lớn nhất là hiện nay các chương trình đang cân bằng giữa Lý thuyết và Thực hành.,Đôi khi sinh viên không thực sự nắm bắt được chương trình,5,5,5,5,3,"Giảng viên quá hoàn hảo, không cần bồi dưỡng. Có lẽ là kỹ năng sử dụng công nghệ",3,3,4,1,4,3,4,3,4,4,4,4,4,4,4,4,4,Cho sinh viên đi thực tập.,Không đủ nguồn nhân lực để triển khai,Sinh viên,0.0,False,2026-01-20 16:39:11.990,False,False,False,False,1,1.0,False,77ac1d0ab9c735dea28bb585f28c49cb,1,False,False
2026-01-20 16:39:30.063,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,4,4,4,4,4,nan,nan,5,4,5,4,5,nan,5,4,4,3,5,4,5,4,4,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:39:30.063,False,False,False,False,1,,False,e3b442ab97cf337630f587e771c05c52,1,False,False
2026-01-20 16:39:49.125,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại Thương,5,5,4,5,5,Là được học bằng Tiếng Anh kết hợp với nhiều hoạt động trải nghiệm thực tiễn thú vị ạ,Cập nhật thêm xu hướng công nghệ số vào giange dạy ah,5,5,5,5,5,Khai thác học liệu số,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nâng cao khả năng sử dụng công nghệ số áp dụng vào phân tích kinh tế,Thiếu CSVC hiện đại,Sinh viên,0.0,False,2026-01-20 16:39:49.125,False,False,False,False,1,1.0,False,b95d977139221007ec5965acf661d41b,1,False,False
2026-01-20 16:39:51.453,Nữ,Dưới 25,Sinh viên,Đại học,nan,nan,3,3,3,3,3,nan,nan,4,4,4,4,4,nan,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:39:51.453,False,False,False,False,1,,False,66599ae6cb4f63df12432af7e6ba3c71,1,False,False
2026-01-20 16:41:06.148,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường ĐH Ngoại thương,3,3,3,3,3,nan,nan,4,4,4,4,4,nan,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:41:06.148,False,False,False,False,1,1.0,False,3963da1589bd37eb6fd0b2d44c40f4ca,1,False,False
2026-01-20 16:41:12.531,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học ngoại thương,3,3,3,3,3,nan,nan,5,5,5,5,5,nan,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:41:12.531,False,False,False,False,1,1.0,False,36a326a24bb5653c4c11116e1f56e4b7,1,False,False
2026-01-20 16:41:21.898,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,4,4,3,4,3,"Theo tôi, điểm mạnh lớn nhất của chương trình đào tạo nhân lực về kinh tế trong bối cảnh hiện nay là tính thực tiễn, ứng dụng cao.","Xã hội phát triển dẫn đến diễn ra nhiều sự thay đổi nhanh chóng, khó thích ứng kịp với những đổi mới.",4,4,4,3,3,"Năng lực giảng dạy có sự kết hợp, ứng dụng công nghệ số và trí tuệ nhân tạo để bắt kịp với sựphats triển của thời đại",3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,4,4,"Tập trung vào tìm hiểu và khai thác khả năng, đểm mạnh của mỗi cá nhân nhân lực.",Điều kiện về tài chính,Sinh viên,0.0,False,2026-01-20 16:41:21.898,False,False,False,False,1,1.0,False,867e25e74a4356acdfbd29ed18c06731,1,False,False
2026-01-20 16:42:04.618,Nữ,Dưới 25,Sinh viên,Khác,nan,Trường  đại học Ngoại Thương,4,4,4,4,4,Giúp sinh viên hiểu về công nghệ số,nan,4,5,5,5,5,nan,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:42:04.618,False,False,False,False,1,,False,440de4d638ef3013bca01c8cb9345bd5,1,False,False
2026-01-20 16:44:05.164,Nam,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại Thương,5,5,4,4,5,.,.,5,5,5,5,5,.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,.,.,Sinh viên,0.0,False,2026-01-20 16:44:05.164,False,False,False,False,1,,False,47daf322a39121119bd848775707bd32,1,False,False
2026-01-20 16:44:47.440,Nữ,Dưới 25,Sinh viên,Thạc sĩ,Dưới 5 năm,trường đại học Ngoại thương,5,4,4,5,5,chương trình khoa học,sự thống nhất liên kết giữa các môn,4,3,4,3,4,sự lắng nghe,4,4,4,3,4,3,4,3,4,3,5,5,4,5,5,4,5,những hoạt động mới mẻ,tính khả thi với điều kiện csvc hiện tại,Sinh viên,0.0,False,2026-01-20 16:44:47.440,False,False,False,False,1,1.0,False,263ad0c8ce0811c3bcb78ad9afe81f89,1,False,False
2026-01-20 16:45:22.881,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,3,3,4,2,3,người học chất lượng,nội dung không engage,4,3,3,3,4,nan,4,2,3,1,4,4,4,3,4,4,4,4,4,4,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:45:22.881,False,False,False,False,1,1.0,False,a931cdb900f11945dd385a4335d75705,1,False,False
2026-01-20 16:45:49.505,Nam,Dưới 25,Sinh viên,Khác,nan,nan,2,4,3,4,3,nan,nan,4,3,2,3,3,nan,2,2,4,3,2,2,3,3,2,4,3,4,2,3,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:45:49.505,False,False,False,False,1,,False,c9f600e624374e5a79334120a8a6a91b,1,False,False
2026-01-20 16:46:12.075,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học ngoại thương,1,4,4,1,2,nan,nan,4,4,1,1,2,nan,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:46:12.075,False,False,False,False,1,,False,41111891a752e72ad82abbb0c2b9435f,1,False,False
2026-01-20 16:46:19.580,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,5,5,4,4,5,"Lý thuyết đầy đủ, thông tin được cập nhật để phù hợp thời đại",Nên kết hợp nhiều hoạt động trải nghiệm thực hành hơn,5,5,5,5,5,Không có,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Thêm trải nghiệm thực tế,nan,Sinh viên,0.0,False,2026-01-20 16:46:19.580,False,False,False,False,1,1.0,False,a3f0c4c18573a613f3719c8927aa80a5,1,False,False
2026-01-20 16:47:26.530,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại Thương,5,5,5,5,5,"Đầy đủ kiến thức nền cho sinh viên, thúc đẩy đổi mới sáng tạo, chuyển đổi số",Thiếu các buổi thực tế liên quan đến nghê nghiệp,5,5,4,4,4,"Cập nhật ứng dụng số, các tin tức thời sự",4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,"Trang bị kĩ năng, kiến thức thực tế",Chưa đa dạng hình thức học,Sinh viên,0.0,False,2026-01-20 16:47:26.530,False,False,False,False,1,1.0,False,599dfcfdb95b50a8d3076bb68cbcb947,1,False,False
2026-01-20 16:48:05.400,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,3,4,4,3,4,có tích hợp/tham khảo giáo trình tài liệu nước ngoài,chưa áp dụng nhiều vào bối cảnh thực tế,5,4,4,4,4,"giao lưu, kích thích sự tương tác trong lớp học",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:48:05.400,False,False,False,False,1,1.0,False,a8039d1fc970de158308bfb78f5c866e,1,False,False
2026-01-20 16:48:07.456,Nam,Dưới 25,Sinh viên,Khác,Dưới 5 năm,ĐH Ngoại Thương,4,3,4,3,4,Đáp ứng đúng nhu cầu của thị trường lao động,Nhiều môn học không có tính thực tiễn,4,4,4,4,4,Không,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Tăng tính thực tiễn của chương trình,Bộ máy còng kềnh,Sinh viên,0.0,False,2026-01-20 16:48:07.456,False,False,False,False,1,1.0,False,a51c9d54067c69af9c22ff448b37d757,1,False,False
2026-01-20 16:48:26.210,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại Học Ngoại Thương,4,5,5,4,5,"Theo em, điểm mạnh của chương trình hiện tại khá chủ động, dễ dàng để thực hiện",Hạn chế cần phải cân đối giữa thực tế và lý thuyết,4,4,4,4,4,Em nghĩ là kiến thức chuyên môn vững ạ,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,"Đổi mới chương trình đào tạo theo hướng ứng dụng: Nội dung học cần cập nhật kiến thức thực tế, tình huống doanh nghiệp, case study, dữ liệu thật thay vì quá nặng lý thuyết.","Khoảng cách giữa đào tạo và thực tiễn doanh nghiệp
Nhiều chương trình đào tạo còn nặng lý thuyết, cập nhật chậm so với biến động nhanh của thị trường và công nghệ. Trong khi đó, doanh nghiệp chưa thực sự tham gia sâu vào quá trình xây dựng và triển khai chương trình đào tạo.",Sinh viên,0.0,False,2026-01-20 16:48:26.210,False,False,False,False,1,1.0,False,e9c84710fb00d37387c1a86516231195,1,False,False
2026-01-20 16:49:16.928,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,5,5,5,3,4,Có cơ hội tiếp cận với tài liệu/số liệu mới nhất cũng như cơ hội được tiếp xúc với môi trường công nghệ số,Sự phụ thuộc vào AI của sinh viên khi nhiều học phần dường như không mang tính thực tiễn cao,5,5,5,5,5,Sử dụng công nghệ và áp dụng vào giảng dạy,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Kết hợp nâng cao kiến thức chuyên môn lẫn kỹ năng sử dụng công nghệ,Cơ sở vật chất/năng lực người học,Sinh viên,0.0,False,2026-01-20 16:49:16.928,False,False,False,False,1,1.0,False,cb756e7f3f8d257bb5bfdd56be5f79a3,1,False,False
2026-01-20 16:49:23.448,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,3,3,3,3,4,"Có tích hợp/tham khảo giáo trình, tài liệu nước ngoài nên có tính cập nhật cao.",Vẫn chưa nhiều cơ hội áp dụng vào context thực tế của thị trường lao động/các doanh nghiệp.,5,4,5,5,5,nan,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,Thực tập ở các firm từ sớm để áp dụng lý thuyết và hiểu bối cảnh doanh nghiệp thực tế,nan,Sinh viên,0.0,False,2026-01-20 16:49:23.448,False,False,False,False,1,1.0,False,5a9030d0474b102c67eeef4bfc2856d8,1,False,False
2026-01-20 16:49:29.390,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,3,3,3,nan,nan,4,4,4,3,3,nan,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:49:29.390,False,False,False,False,1,1.0,False,674c57d26b0c35ca5c34c17abcb04559,1,False,False
2026-01-20 16:49:47.027,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,4,4,4,4,4,nan,nan,4,4,4,4,4,nan,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:49:47.027,False,False,False,False,1,1.0,False,e9beca489ec14ab47d363254e5999ae8,1,False,False
2026-01-20 16:49:48.089,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học ngoại thương,4,4,4,4,4,Không,Không,4,4,4,4,4,Không,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,Không,Không,Sinh viên,0.0,False,2026-01-20 16:49:48.089,False,False,False,False,1,1.0,False,d27c1c9e5b6264003e716bcffe7fbfd8,1,False,False
2026-01-20 16:50:14.951,Nữ,Dưới 25,Sinh viên,Đại học,nan,nan,3,3,3,3,3,nan,nan,4,3,3,3,3,nan,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:50:14.951,False,False,False,False,1,,False,754e366a36d90189f9312d48be233861,1,False,False
2026-01-20 16:50:18.655,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại thương,5,5,4,5,4,Chương trình liên tục cập nhật thông tin hiện nay để phù hợp với thị trường lao động,Sự thay đổi nhanh khiến nhân lực giảng dạy chưa đổi mới kịp tốc độ dù đã cố gắng cập nhật,5,5,5,5,4,nan,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:50:18.655,False,False,False,False,1,,False,949b3bf9c1fe2330e961f4f86db363aa,1,False,False
2026-01-20 16:50:50.563,Nữ,Dưới 25,Sinh viên,Đại học,nan,Trường Đại học Ngoại thương,4,4,4,3,3,"Điểm mạnh lớn nhất của chương trình đào tạo hiện nay là kiến thức sát với thực tiễn, giảng viên dạy hay, dễ hiểu.",Các chương trình thực tập chưa đủ nhiều.,5,5,4,4,4,Năng lực thuyết phục.,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,Giải pháp then chốt là cho sinh viên làm kinh tế ngay từ khi còn ngồi trên ghế nhà trường (mô phỏng nền kinh tế nhỏ).,Chương trình còn nhiều cản trở.,Sinh viên,0.0,False,2026-01-20 16:50:50.563,False,False,False,False,1,,False,c3343151e8c3d7dc7b54b34c72b20ab9,1,False,False
2026-01-20 16:50:53.507,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,3,3,3,3,3,nan,nan,3,3,3,3,3,nan,2,3,4,5,2,3,4,5,5,4,3,2,3,4,2,5,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:50:53.507,False,False,False,False,1,1.0,False,fbb6d961095ea6714789039138744a41,1,False,False
2026-01-20 16:51:03.942,Nữ,Dưới 25,Sinh viên,Đại học,nan,Đại học Ngoại Thương,5,5,5,3,3,nan,nan,3,3,3,2,2,nan,3,2,1,3,4,4,5,4,4,5,5,5,4,4,5,5,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:03.942,False,False,False,False,1,,False,4ad23beab3ccce8327dd2678d8311c9f,1,False,False
2026-01-20 16:51:07.449,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,FTU,4,5,4,5,4,nan,Không có,5,4,5,4,4,nan,4,4,5,5,3,4,5,5,5,4,5,5,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:07.449,False,False,False,False,1,1.0,False,9824f37784bb9053bebc8900a84e5a20,1,False,False
2026-01-20 16:51:11.865,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,3,4,3,4,3,Cập nhật theo xu thế hiện đại hoá toàn cầu hoá,Phổ rộng đối tượng còn kém,3,4,3,4,3,nan,3,3,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:11.865,False,False,False,False,1,1.0,False,6e7800da8cf6a8f9e3b906459efea3a0,1,False,False
2026-01-20 16:51:15.438,Nữ,Dưới 25,Sinh viên,Khác,nan,nan,4,4,4,3,5,nan,nan,5,4,4,3,4,nan,4,4,3,4,4,3,4,4,4,2,2,3,3,2,3,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:15.438,False,False,False,False,1,,False,6606c68cb5b05609aedaa754d0d08658,1,False,False
2026-01-20 16:51:19.522,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại thương,4,3,5,3,3,Học bằng tiếng anh,Nói dễ hiểu hơn,4,3,4,3,3,nan,4,3,3,4,4,3,3,3,4,3,4,3,4,3,3,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:19.522,False,False,False,False,1,1.0,False,7a593d3ef745bf56d947a81bfd3e8603,1,False,False
2026-01-20 16:51:22.654,Nữ,35–44,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thươnng,5,5,5,5,5,Không có,Không có,5,5,5,4,4,Không có,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,Không có,Không có,Sinh viên,0.0,False,2026-01-20 16:51:22.654,False,False,False,False,3,1.0,False,afb6bab815892b5bdc6e30022e925407,1,False,False
2026-01-20 16:51:22.929,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đain Học Ngoại Thương,5,5,5,5,5,giảng viên nhiệt tình sát sao,em chưa thấy,5,5,5,5,5,em nghĩ cô nên cho học sinh thêm những bài tập để bọn em có thể hiểu rõ khái niệm hơn,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:22.929,False,False,False,False,1,1.0,False,a316d390a700fc0547c3f5a55304cc69,1,False,False
2026-01-20 16:51:32.746,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,3,4,3,4,3,"Là bề dày kinh nghiệm về kiến thức kinh tế nhiều năm, giúp tính toán xu hướng phát triển hiệu quả",Chưa thực sự tích hợp yếu tố số mới nhất,5,4,3,4,4,Update tài liệu học tập,4,5,4,5,4,3,4,4,4,4,4,4,4,4,3,5,3,"Là tăng kinh nghiệm thực tiễn, làm việc với các doanh nghiệp",Quy trình trong thời gian đào tạo có thể sai lệch với quá trình làm việc thực tế,Sinh viên,0.0,False,2026-01-20 16:51:32.746,False,False,False,False,1,1.0,False,08ad1959134f44339334fe85c98092b2,1,False,False
2026-01-20 16:51:55.309,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,3,2,3,2,3,nan,nan,4,3,3,3,3,nan,3,3,1,1,2,3,3,3,3,3,3,2,4,4,4,5,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:51:55.309,False,False,False,False,1,1.0,False,23858d83daa4a98da449517c73a35107,1,False,False
2026-01-20 16:52:28.525,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại thương,3,4,1,4,3,Có thực hành và intern 1 năm,Ko biết,3,2,3,2,2,Ko biết,2,2,3,2,3,3,5,3,3,2,2,5,3,2,2,4,3,Thực chiến,Thời gian và nguồn lực có hạn,Sinh viên,0.0,False,2026-01-20 16:52:28.525,False,False,False,False,1,1.0,False,eeeb20c0202627cdff5525b9aa40382b,1,False,False
2026-01-20 16:52:37.673,Nam,Dưới 25,Sinh viên,Đại học,nan,nan,4,4,3,4,3,nan,nan,5,4,4,4,3,nan,3,3,4,3,3,4,3,5,3,4,4,4,3,4,4,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:52:37.673,False,False,False,False,1,,False,147cab62ef3aedeb5d3de0787054a3b7,1,False,False
2026-01-20 16:52:37.778,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại thương,4,4,4,3,4,"điểm mạnh lớn nhất của chương trình đào tạo hiện nay là gắn với thực tế, cung cấp kiến thức bổ ích",em nghĩ cần phát triển số hoá hơn,5,3,4,4,4,Có năng lực ứng dụng công nghệ số,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,nâng cao kiến thức thực tế hơn,khó khăn trong công nghệ số,Sinh viên,0.0,False,2026-01-20 16:52:37.778,False,False,False,False,1,1.0,False,38d9e8a4f7e5417ac30ab1ae8e57315b,1,False,False
2026-01-20 16:52:39.871,Nữ,Dưới 25,Sinh viên,Khác,Dưới 5 năm,Trường Đại học Ngoại thương,5,4,3,3,4,gắn liền với thực tế tình hình kinh tế hiện nay,chưa áp dụng nhiều công nghệ và thực hành,5,4,4,4,4,kiến thức kinh nghiệm chuyên môn và thực tế,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,3,"cung cấp chương trình đào tạo hợp lí, minh bạch đáp ứng nhu cầu của người học",chương trình chưa đủ hấp dẫn,Sinh viên,0.0,False,2026-01-20 16:52:39.871,False,False,False,False,1,1.0,False,24c813654c346965a5a6cfe930daf7e3,1,False,False
2026-01-20 16:52:49.035,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,5,5,5,4,5,Giảng dạy bằng tiếng Anh,Cần cập nhật nhanh chóng để bắt kịp xu thế,5,4,4,5,4,Ko,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,Không rõ,Không rõ,Sinh viên,0.0,False,2026-01-20 16:52:49.035,False,False,False,False,1,1.0,False,f7d04eac58c3329c26a9a8991d1329a2,1,False,False
2026-01-20 16:52:50.718,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,FTU,5,5,4,4,5,nan,nan,5,4,5,4,5,nan,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:52:50.718,False,False,False,False,1,1.0,False,b42deaa983e2eeea7f97be9632ee8164,1,False,False
2026-01-20 16:52:58.518,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại Thương,4,4,4,4,4,"Giáo viên trẻ, dễ tương tác với sinh viên","Một số bài giảng thiếu liên hệ với thực tiễn, chỉ trên lý thuyết",4,4,4,4,4,Khả năng truyền đạt kiến thức kết hợp thực tiễn,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,Mình không biết ạ,nan,Sinh viên,0.0,False,2026-01-20 16:52:58.518,False,False,False,False,1,1.0,False,9182ddd18a1099f3e863e71d0f80da7d,1,False,False
2026-01-20 16:52:58.587,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Đại học Ngoại thương,4,3,3,3,3,nan,nan,4,4,4,4,4,nan,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,nan,nan,Sinh viên,0.0,False,2026-01-20 16:52:58.587,False,False,False,False,1,1.0,False,9a6620b61fbe5445a63fcd6e1f14a0df,1,False,False
2026-01-20 16:53:05.125,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,FTU,5,5,5,5,5,bắt trend theo tình hình thế giới,thực hành,5,5,5,5,5,nan,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:53:05.125,False,False,False,False,1,1.0,False,cb9c897424aabbc33b78adeb7d6087e1,1,False,False
2026-01-20 16:53:11.048,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,ĐH Ngoại thương,4,4,3,3,4,nan,nan,4,4,4,4,4,nan,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:53:11.048,False,False,False,False,1,1.0,False,d73c2fde377d95300eebfc6d97d9c782,1,False,False
2026-01-20 16:53:13.065,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,3,2,2,3,"Chương trình còn hơi cũ, chưa quá cập nhật; còn nhiều lý thuyết chưa gắn với thực hành","Cần thêm nhiều hoạt động thực tiễn, cập nhật mới hơn",4,3,4,3,3,nan,2,3,2,3,2,4,3,3,3,3,2,3,4,4,4,5,5,nan,nan,Sinh viên,0.0,False,2026-01-20 16:53:13.065,False,False,False,False,1,1.0,False,f7a19307967ef8fb1f24692dc440b489,1,False,False
2026-01-20 16:53:16.293,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,4,4,nan,nan,4,4,4,4,4,nan,4,4,4,4,1,1,2,1,4,3,4,3,3,4,3,4,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:53:16.293,False,False,False,False,1,1.0,False,ba7208bf5f6268f5bf3fc8aa5494bcf0,1,False,False
2026-01-20 16:53:21.030,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,2,3,4,"Đào tạo bằng tiếng anh, môi trường năng động",Không có,4,2,4,4,4,Không có,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Trình độ giảng dạy của thầy cô và bản thân sinh viên phải năng động , chăm chỉ",Nhiều sinh viên chưa năng động,Sinh viên,0.0,False,2026-01-20 16:53:21.030,False,False,False,False,1,1.0,False,b4fb3010298c36812561bd0c9dcf1725,1,False,False
2026-01-20 16:53:29.627,Nữ,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,Trường Đại học Ngoại Thương,4,4,4,4,4,"Điểm mạnh lớn nhất của chương trình đào tạo kinh tế tại Ngoại thương là sự kết hợp chặt chẽ giữa kiến thức hiện đại và yêu cầu thực tiễn của thị trường lao động. Chương trình liên tục cập nhật kinh tế số, tích hợp công nghệ mới như AI, Big Data, Fintech và cân đối tốt giữa lý thuyết – thực hành, giúp sinh viên đáp ứng chuẩn đầu ra về năng lực số.","Hạn chế của chương trình là nội dung công nghệ số và thực hành chuyên sâu chưa đồng đều giữa các học phần, vẫn còn nặng về lý thuyết ở một số môn. Ngoài ra, việc cá nhân hóa kỹ năng số theo từng định hướng nghề nghiệp cho sinh viên chưa thật sự rõ nét.",4,4,5,4,5,"Năng lực của giảng viên cần được bồi dưỡng ưu tiên trong giai đoạn tới là khả năng ứng dụng công nghệ số trong giảng dạy và khai thác hiệu quả học liệu số. Bên cạnh đó, việc liên tục cập nhật học liệu mới gắn với kinh tế số cũng rất cần thiết để đáp ứng yêu cầu đào tạo hiện đại.",4,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,4,"Đổi mới chương trình đào tạo theo hướng gắn chặt với thực tiễn và kinh tế số, tăng cường tích hợp công nghệ (AI, dữ liệu lớn, Fintech), học qua dự án và hợp tác chặt chẽ với doanh nghiệp trong giảng dạy – thực tập.","Hạn chế về năng lực công nghệ số của một bộ phận giảng viên, nguồn lực đầu tư cho hạ tầng – học liệu số còn chưa đồng bộ, cùng với cơ chế phối hợp doanh nghiệp và cập nhật chương trình còn chậm.",Sinh viên,0.0,False,2026-01-20 16:53:29.627,False,False,False,False,1,1.0,False,f203f10029b109a70a160b34cf5c24d5,1,False,False
2026-01-20 16:53:32.489,Nam,Dưới 25,Sinh viên,Đại học,Dưới 5 năm,nan,4,4,4,4,4,nan,nan,4,4,4,3,3,nan,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,nan,nan,Sinh viên,0.0,False,2026-01-20 16:53:32.489,False,False,False,False,1,1.0,False,5e3cb28f8df8cfe952c5495c052b3252,1,False,False
